date,continent,location,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,hosp_patients,icu_patients,reproduction_rate,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence
2020-05-07,Europe,Germany,6019877,6019,345665,691,86121049,86121,0.5,185.47732320451027,61375184,2087444,35179811,21496,8366,1.5437614540370148,55.661858875352046,906800642,259.3661445844889,34.943510611184024,10.798696254387352,15.678205968791126,43770.42743387946,35.52059301917066,608.0744795647562,15.71191096151402
2020-07-18,North America,USA,3344769,3344,486121,972,50525451,50525,0.5,90.6291458149408,61494227,46212018,45620397,707,14444,0.9191957662563756,13.401894145470406,935106993,222.49268905487173,49.72156230120419,18.999402203595228,16.159036571064895,8912.9079416986,19.611383407582966,183.33553545654308,7.886176630146709
2022-01-09,North America,Canada,9180351,9180,476616,953,77158320,77158,0.5,462.32373927957815,74422453,54238735,51011292,17767,7105,1.8357850982772728,33.08401050984974,1342321935,816.2016091589073,22.066742021575497,24.73643233998893,18.44071460747987,23177.99663983072,29.41610851999453,700.0,15.543414443300168
2020-09-03,Asia,India,103355,103,219222,438,44856075,44856,0.296509500142131,51.79857499873975,92680458,23463086,19490452,26467,17747,1.596934656416827,4.496857122460285,256450043,705.1703225144012,40.9018488330671,21.50594822038752,5.538982642512056,45771.84322159828,22.369767186403923,700.0,12.324993514095311
2020-04-11,Europe,Italy,1262752,1262,189518,379,19231255,19231,0.5,271.4942018732027,31035322,58601297,21343124,83222,9229,2.107658994440293,21.08385428363505,689158028,774.4843871746477,30.857926270782077,16.074105533515024,5.304086653583831,19920.22312802729,26.437243048294302,359.0640374947919,13.99254902976186
2022-03-31,Europe,Russia,9784633,9784,183500,367,56292424,56292,0.5,157.0039626367558,10137559,53440589,30490203,7118,15028,0.8538231951864872,50.65449767845925,435402720,132.0569136374778,22.34975957307318,6.703052287178306,5.075615944080004,61741.54157573738,41.351364958085306,504.1211191062816,7.107536961845906
2021-10-04,South America,Brazil,5664789,5664,441110,882,40907614,40907,0.026256818809906,135.70750375983624,85201857,52230692,36060579,63884,7489,1.0218792053478096,16.3759122847043,84799838,231.7992468937475,48.05094972898569,12.287582199995878,9.1082803539201,46624.75956159601,20.68665106713495,700.0,4.980413383456349
2020-11-05,North America,USA,9695979,9695,474365,948,46938182,46938,0.3767387453309546,322.9174259584482,98047161,62982543,280570,11213,16304,2.343258214795444,88.93833101726092,205589847,579.7762010416035,37.69574957429196,6.7285140119318125,11.320015291263656,61049.2091374789,11.503890300982922,446.2507933679845,5.818032368128065
2020-08-09,Asia,Japan,9305648,9305,268591,537,28463405,28463,0.5,115.61846869551812,84209500,37874900,49738956,97021,19395,2.3600522264925923,71.0309011429648,979635778,858.629333404179,42.60554022766327,11.22562723733009,10.847359035265487,28281.95845532733,28.51602127240012,519.4143379610946,2.590954735599164
2021-08-03,South America,Italy,5743066,5743,5499,10,89318449,89318,0.2525950931191334,458.18255337119786,40796132,40707264,41091850,81037,2090,1.384513532949782,2.7736002539431093,441103456,893.1934967367854,27.21156306713839,10.175842013306491,7.369828433796507,3344.9748411025757,46.87544092708153,522.270001428963,9.949714740695956
2021-06-21,Asia,Japan,6113790,6113,39041,78,47040823,47040,0.5,203.02195454956205,14921354,59104827,66620503,8868,15461,0.5955023642368598,87.67015557252138,584731677,833.590862632378,42.84622767888271,12.771105932734368,13.573653632879497,40753.65747150209,34.6606010414509,554.4784774246923,8.718432365162428
2021-06-04,South America,Brazil,4721339,4721,293459,586,39708715,39708,0.0301613715068389,338.68767336483944,77487670,3644092,31463675,51716,10944,1.1131101372519194,97.73209941954688,1024330273,52.963966623583104,44.854263200696494,21.74553179979838,8.75065172190925,24404.351688050687,15.418162194172249,502.8502513833474,1.0482537746509255
2020-08-19,Asia,Japan,9889550,9889,132371,264,90019549,90019,0.5,363.87785866429226,51255826,58994813,47417042,94869,148,0.9942453088425562,50.18615697670036,255053682,822.670392809169,32.92488191643429,8.007533426207603,9.22341079735184,31924.997938642377,48.14969159133482,384.16095605350097,17.270966671814723
2021-07-28,North America,Canada,3275709,3275,382650,765,81283965,81283,0.2167638680104,341.4708473126651,66675110,20502218,26481694,42523,5098,1.3293537039898435,31.46106775495777,24981085,900.1002657458708,37.15869418243896,11.121278977072151,4.794011067644076,47996.60476066967,17.135845058320754,477.6355553810862,13.955515159234816
2020-07-27,North America,USA,84654,84,498221,996,24999095,24999,0.0488220419253699,451.7001204465117,96615380,27991421,39929916,34028,14559,1.1356012377571751,26.346444940004933,1297298402,66.18159925112553,49.15617604788664,10.22234488643215,13.067932696548285,49345.86202789015,49.16270119094735,700.0,9.488081885222067
2022-11-22,North America,Canada,5147581,5147,136066,272,49791835,49791,0.2924740332235575,115.56543180299906,92946265,2906655,45322818,10545,1133,2.1579846877049085,8.741949421854866,603350619,422.11808483921817,45.40188925123277,10.922832942738156,14.13976637888095,2901.3926257412622,9.599486432823172,700.0,19.37340328231925
2022-12-11,Asia,India,1954354,1954,226486,452,31475949,31475,0.5,43.02727234305059,69142485,32580085,38899612,357,16737,0.5060720382509081,49.16093780690309,1223996576,541.2442200637347,33.34550183204493,12.212469496141845,15.88515374784707,54081.884425933335,49.98247671702663,640.7820228025877,18.870290593678387
2022-02-17,North America,USA,8242680,8242,212235,424,40760705,40760,0.5,27.732848632524675,82196746,14679442,48256962,21788,9299,1.7892637070229964,5.014002210273604,200974998,240.42286915466465,39.93721576267538,9.88623499867277,18.368156623162008,35052.80513196944,3.795282495430002,389.8753248458704,2.806841640334245
2020-10-04,Europe,France,2428388,2428,257831,515,4529458,4529,0.208840416422792,438.9220752375125,33403195,61778743,22553934,16802,18497,1.8285404503120863,50.38371913275184,8588889,521.5187994767396,43.52694430407539,23.851625444462464,16.02207574616928,39412.21535939395,35.6619940862826,650.1807863114715,12.687645530089188
2020-06-13,Europe,France,8916786,8916,400705,801,33013055,33013,0.1967901335917994,486.6435249695911,43005603,77454596,21286726,54739,14956,1.8212531505780856,25.254844072509307,401226423,887.0962300814539,20.729864617347456,13.402034278253092,7.007642324551164,21561.598778099826,37.02207930229061,371.49944303272736,16.523427177845765
2021-02-01,Europe,France,2663046,2663,353791,707,30901994,30901,0.5,151.26327060235633,3719931,20791682,38989934,85875,3206,1.5411893610291394,47.64319555781835,880981256,868.2730812823069,37.65097959875811,7.282265303945364,7.006137710894286,30037.531234040085,33.97873434823967,564.8480882154186,4.286085167647087
2022-04-24,Asia,Japan,5499720,5499,294499,588,88214299,88214,0.4580826896757305,346.7569617874846,63452391,13235545,68297999,1593,1109,1.722208146219606,41.838412634445376,1261284295,940.438908444906,49.53585840238125,14.353172200546418,18.55648232455225,50015.88424457389,38.880338382313525,497.1996975840408,3.4312793756390163
2020-08-08,Asia,Japan,6640913,6640,335949,671,12780593,12780,0.5,4.45639208587445,55864616,38602710,43853857,4602,10169,2.1209886230741803,30.51142520043012,1276534692,489.26870041059664,48.41541949478994,8.688638037227175,16.432270680057936,54593.25240315384,23.59164708237877,310.0172668695503,5.935777801469674
2022-07-20,Asia,Japan,3416664,3416,330511,661,15256164,15256,0.0241327786925535,94.31575505799388,8053633,68949085,54873387,75113,11131,2.068393557376763,44.86382395166729,1338276768,416.4612758409809,44.973211842873326,9.3226128500264,16.298189315285384,27710.326500590483,2.705697328795376,417.0147949193706,6.313751762001397
2022-07-03,North America,USA,3385659,3385,372050,744,13980901,13980,0.5,344.6371912308072,13247416,36239687,12806268,95865,9204,0.5692507543568208,47.40338892456524,802650702,669.1299408420299,23.18642279392056,10.700828352896654,15.23513222187911,48687.10975294178,17.887664636724406,681.2532314946279,19.334707631595
2022-04-25,Asia,India,3385357,3385,379553,759,84664230,84664,0.5,32.943569657616415,20093843,21663516,3157094,10943,3106,0.5608730714746177,83.36917615752387,1381292912,422.59297182502377,49.82124357548455,7.4951971205189345,7.542433851314282,18805.001616502224,32.115724860007425,700.0,15.829069280855716
2021-04-24,North America,USA,1465689,1465,339499,678,95593256,95593,0.5,234.25502495991225,55080981,56162764,55170765,33012,3936,2.1778896255409825,66.57833434322701,798383278,51.525150040849184,38.28614459413848,19.4223786516,17.40597582091977,58409.56389724855,32.31235236504415,243.70680033478104,2.1350201832149
2020-02-09,North America,Canada,68148,68,116220,232,16011986,16011,0.5,331.2916321869744,60494207,28386618,64646825,70108,10994,1.6494593750611255,43.3156597681352,547021895,722.7222376487505,26.687247482884715,20.838929494624978,5.429039527362143,43077.18248460821,9.759691615666004,419.3503668782011,15.943146961583594
2022-10-15,Asia,India,1825665,1825,221421,442,83804897,83804,0.2318451565499663,382.9790856527586,68620390,20232216,13472637,16250,9658,2.4148546705383844,90.52419375757364,1390747028,288.1741018699955,40.22806068842949,12.885698438312,8.95029935806436,54487.86960861576,12.650260315494,403.4538907075395,4.223150848585199
2020-11-07,South America,Brazil,2745683,2745,349317,698,55805235,55805,0.1081861948800387,226.90795686218524,58270595,38786965,53325557,82169,16340,1.3631831938329515,75.57407765033082,533806271,58.59445914451858,45.69570686239044,18.779850788670903,8.890067178919303,33923.68480993147,24.334906894122387,442.3107080457922,7.787597190997348
2022-06-15,Europe,Russia,4056518,4056,264140,528,59492725,59492,0.5,315.1420197481715,78494428,25106925,49207123,44053,11180,0.8534836427914876,7.571689710828977,294518216,30.414865761635102,23.369832825429075,12.779085803413912,12.52224640903659,16808.540663754913,36.430526135610975,700.0,7.051872543019939
2020-03-02,Europe,UK,2669995,2669,251071,502,47915328,47915,0.5,269.78781478103065,90509421,30982496,45311901,39388,8461,1.4464698247756185,15.374582926589031,754999347,932.047655891545,47.493144298682736,8.281546472727278,10.878540451924817,30616.94681864143,42.6399051501228,463.1197591981609,6.175249862873706
2020-10-18,Asia,Japan,4997895,4997,306531,613,69431855,69431,0.5,26.15288604166055,25759289,51509446,4300398,91707,9723,1.3730886159230462,8.166788361087661,1193230925,259.5552485577272,47.606128442569855,12.943361226625568,10.8167382626978,27322.49221900413,4.324242402046136,681.0536817394271,6.866402620661824
2021-05-01,South America,Brazil,6397986,6397,3089,6,72572626,72572,0.5,371.4023436299232,61869527,63997206,32007790,71405,8495,1.5343547628770329,31.886335977897883,924947098,453.4202005978329,20.40393218693953,16.13974790963279,12.41073133175306,23957.44149737098,46.28099578361062,564.7559517866188,15.329829043550117
2022-04-17,Europe,UK,1870928,1870,360971,721,85563179,85563,0.5,86.18095794268748,68140096,15676494,35113623,71507,15344,2.1158944677539,43.56466208031734,746655699,951.0706883698668,47.009573649901824,5.819886281537778,10.062113733506193,15639.988594162003,46.38658312729875,175.03363120155188,6.064524021832694
2020-12-13,South America,Brazil,4155299,4155,282803,565,18868867,18868,0.4035894707651476,15.902765616920666,56235479,56581473,35843959,49662,13097,1.811167975873552,50.42459227598744,172126264,472.841808992918,48.40453754720468,18.0896878136474,7.249714932401505,53382.53278970662,0.3966871048986298,586.9597607656453,16.213757841787952
2021-11-04,Europe,France,6249859,6249,307322,614,45659566,45659,0.4043746995708203,225.5839581441861,28552761,67516956,69215447,61311,15775,0.8705506547987496,85.1412198696779,1128382679,87.82323029104822,21.130753909410355,19.85215938009571,14.290052202044734,6958.264631118674,25.320478783765104,552.9414152888877,2.7293227379861142
2020-07-09,Europe,France,2305413,2305,95965,191,47429722,47429,0.2263042861512345,432.81879364075513,64975517,19609231,25985626,79493,18316,1.968954512710123,1.7956285783114925,329969803,556.4166867741926,28.82498970524152,22.199405154171224,16.44076744025284,62241.704162122536,29.357213202066436,630.9282262892036,12.308228315304056
2022-04-06,Europe,Germany,3910197,3910,81268,162,93050144,93050,0.017325971755697,75.41471883051432,49077323,36358620,1705873,71504,18424,1.6837924265568631,42.82884057451235,305672610,97.31666691952454,31.193225204483795,7.05541120498614,11.14292994035802,13076.705879944991,27.68567145617204,152.11396513059515,17.39701658276901
2020-06-22,North America,Canada,5558019,5558,347186,694,42837195,42837,0.5,6.428767058487495,81980434,12601174,30367673,86789,7934,1.656621461075363,41.09983736821633,1367275230,104.13699958980102,30.466714161991703,5.001871877165447,14.041214174146624,68611.28197775636,30.78858287640968,268.9152919740827,2.5066462192225223
2021-05-30,Asia,India,5414709,5414,368615,737,7124801,7124,0.2124147325232152,54.989617882708565,3463357,8019446,19816473,91477,5775,1.8565137648712704,94.74759366593022,856023354,852.9623030644351,42.77009711810568,6.465327380443247,12.101175790991611,69204.29531800812,25.167564093146986,638.5020828273509,13.06286687402005
2020-08-17,Asia,Italy,271836,271,201798,403,87668956,87668,0.2083269177280414,181.82955716580332,41878265,28203531,69048988,56657,9000,1.6279309173130634,24.103691762419288,539654429,296.5273279309436,30.74313377671601,23.482336075722163,4.002939455130742,28488.705845639477,14.690345688333794,359.43118103727033,10.72071828317826
2022-07-07,Europe,UK,3584702,3584,332255,664,1898465,1898,0.1253812286764805,290.0859349956519,76155239,44461793,7041607,73183,17331,1.415027472676187,12.240581190546894,930739455,681.883498111312,48.69736429684227,20.31111442082522,10.192439246590316,69159.65401162615,4.785219308035749,700.0,7.306881557960573
2021-02-14,Europe,Italy,7281369,7281,237103,474,22476701,22476,0.1895954901766927,96.50606699294627,96107370,38832899,63321248,25499,10484,1.7807605656281922,14.2260212183976,116580276,513.8350919753752,49.84977875914214,21.70871293522334,3.1674924918695337,60965.727692370114,10.418970529432686,462.3692862774165,2.912816216697169
2020-03-28,North America,Canada,2299435,2299,244754,489,21443986,21443,0.0317891495551376,400.9820025112853,23659381,32634451,65438075,31785,17149,1.9474541391011504,52.01427239278289,1199233616,230.10342429237,29.5045661211874,15.340275943319446,14.251947728800886,6687.689109319927,37.01275568939887,100.71899349871988,13.853220629385826
2022-11-12,North America,USA,8585377,8585,165637,331,77569041,77569,0.5,376.64856027454096,88833475,14210907,60085630,81993,11115,0.9515338856623812,39.09038035054664,944001477,522.6420956666756,35.264022596195204,15.534397491277508,11.638744988038225,66365.67089037466,12.053175931598798,589.1851740472006,6.878181321898781
2020-04-28,North America,USA,2658505,2658,362579,725,30549432,30549,0.4013971163126942,347.9318082993496,58185806,28732421,30625443,74536,7172,1.494099788476225,75.41420283639894,1281600558,78.30360054075524,36.73117520900023,10.97011179678369,5.156136098054848,3933.492627417001,41.48551678138649,459.42477988411554,7.439461676258444
2021-04-18,North America,Canada,1271741,1271,89242,178,60037717,60037,0.5,243.734904157772,32803411,47685517,33166412,52030,2496,1.4163449265302472,32.31823721535429,183740433,353.7402260938123,37.38208489901185,21.855061039363274,12.21725604534025,13552.086267998397,20.17441835022627,321.96604909411303,14.634261969105562
2021-04-09,Asia,India,3769315,3769,375348,750,8537341,8537,0.5,182.60847756699263,21189622,62041846,65726672,37909,19946,0.5798065412225766,12.79617520023548,342137851,527.6078627702867,31.22626982585899,21.595391661675688,18.27324205147582,41337.09231842053,20.72379274490624,114.30848888224703,18.961717714017254
2020-03-08,South America,Brazil,1046797,1046,153956,307,79527723,79527,0.5,187.7933104824054,97617340,65763502,33542168,34894,17646,2.168877312848012,38.6875789721034,908540194,236.11039470479548,24.97980505876489,12.84342691444323,8.78834300121951,6570.865309600938,43.42493705909657,239.12236269770884,7.339111445232221
2021-05-11,Europe,France,3047262,3047,279343,558,92570665,92570,0.0682658658555009,251.53526747786665,43178132,14872128,15835681,84124,6393,1.2547640478768487,88.3035617322555,928248346,663.5862488795468,21.63681625193383,11.585341409429477,19.70026902596043,12159.215232266455,10.714441413819742,213.11574282918147,15.187928402939429
2020-09-03,North America,USA,9973006,9973,60038,120,53056654,53056,0.417917684831438,38.657343441327264,50026013,38237330,2190372,72006,5410,0.6453784664024176,40.55265534210627,1007564432,61.2938024793437,23.190459969494963,19.767465425060497,19.309458414616845,66790.93331074447,9.48096183499158,507.99790109411407,19.175571521582864
2022-04-04,South America,Brazil,564685,564,57786,115,1120816,1120,0.245897933526481,341.15273143353056,45998871,41866808,19434346,15473,542,1.4157981941529627,83.3627722475148,224771402,489.96179889192064,47.03873712781524,5.523362766758675,16.350267321760306,69633.46405724496,49.27032027639158,638.6878143554176,2.858712054630387
2022-01-02,Asia,Japan,2879190,2879,371780,743,61449594,61449,0.4767119318568141,175.75377200465104,54745007,23165964,21591168,81697,10871,0.8229616121831946,37.15300858535811,1090657065,717.8458234764895,28.41125019861521,22.19897797036776,16.83459962292224,56071.42138284051,27.030222012903447,264.22449176962914,11.054837035647123
2020-10-08,North America,Canada,5596411,5596,236042,472,66401143,66401,0.5,112.37938896934428,91075638,3786997,43835502,20063,13390,1.9088288292693296,28.138562391645472,81366753,435.6465983672051,22.30468949633133,13.924959786283456,9.97927112339732,36549.448011064494,9.526035202882804,588.4061939592838,1.21212236567887
2020-09-27,Asia,Japan,9700344,9700,311438,622,5169949,5169,0.5,139.16353524931947,26895998,46802774,18619183,78444,11146,1.643543150335303,77.48627299053456,356301550,875.8405511657486,38.70589098633059,13.826884930857217,9.843198620050533,63120.76456272559,8.290241502241875,700.0,16.678382585234807
2022-02-19,North America,USA,1007293,1007,209087,418,54303831,54303,0.5,90.14714264310892,47882983,29614873,68986587,11850,15809,1.0402276139558704,20.92345276713766,670181599,635.8708534282589,22.25921453783856,18.38155694774789,19.224755090538878,8721.01519096624,43.0832484663003,535.1102149411837,6.450923325977056
2022-01-28,North America,USA,4774183,4774,165250,330,37527801,37527,0.4412458764311774,450.7840427638943,60501413,38158568,19821251,984,19165,2.400947718301948,23.183070616981148,1111889144,958.9079868981504,22.10158819007073,17.91498720621063,9.225336242411917,66059.53897790561,29.99229835687357,642.9533381811532,7.322582380627086
2020-05-31,South America,Brazil,3366612,3366,405881,811,88437118,88437,0.5,84.51875818127552,94122434,5863077,54941842,50450,12431,1.0834906965111617,4.981283807596637,1182631661,291.2805946472289,38.64711517613664,10.319481321127334,4.646839114241735,25257.15199442482,5.751912714088298,242.96205386416096,14.05845182671301
2020-11-18,Asia,India,8411855,8411,262678,525,16773468,16773,0.032375377274408,441.4630594474313,82814044,26735937,13139452,56700,15479,1.6099938139538414,18.784571128199445,952470317,939.4014375461996,37.74185732595592,23.865572090281933,5.595918499251505,60442.76799509042,44.34540442781301,152.45696536542724,15.994416471446476
2021-11-18,Asia,Japan,5267180,5267,353972,707,98391612,98391,0.5,286.12169798422565,31210908,40619545,1638533,72723,11183,2.1031356485820982,37.881539360979865,174358242,610.7543639868397,21.244318608498805,24.726599586653112,15.076782408279676,47117.76501299198,22.195250284031044,355.77146087004945,8.59981477272834
2020-08-19,Asia,Japan,7807313,7807,298276,596,69580814,69580,0.5,433.7254776944301,23013769,31557757,5380559,93392,18996,1.527784595908976,39.957269871490375,261531163,747.7271102212646,33.81433503310846,15.519780285923702,9.510675896523956,67258.92697984482,49.46786360651957,596.3048474106549,13.644881281998757
2020-04-15,Europe,Russia,2704238,2704,377864,755,8790784,8790,0.3466404319631928,237.0321084527561,54418372,74550584,7940959,20339,17583,2.42171135155057,42.06280869315733,1162933813,903.1395058730124,33.07304923718104,16.22761596340694,6.388828275107276,60662.778397911454,14.088016384294384,580.2690125205613,19.17073381657909
2021-09-04,North America,Canada,2630708,2630,298254,596,1044423,1044,0.2015141254241084,463.8168597405368,84919626,68940286,29140957,38481,10309,2.1877091339590287,47.96929462353744,1120203221,555.6852161119027,36.40067389107665,16.08635926847247,16.834364187612085,62264.949135012524,26.440861572410306,700.0,17.85114361434546
2022-09-18,Europe,Italy,3494679,3494,189826,379,60574085,60574,0.5,105.7453718041751,73124272,55309795,19821730,64351,16173,2.342038028001792,57.19106157591509,546572077,863.5589840301687,42.13534131310362,14.71574816356522,11.307449341445968,44591.0505722821,8.655014036631536,540.9848938366317,14.324588068423598
2020-12-20,South America,Italy,5517209,5517,325724,651,8316308,8316,0.0538621144550964,277.34587642363726,24095673,52036381,63538212,52839,10872,1.245405167508878,18.94290245954572,1336342697,546.2799701921748,28.484001426865824,23.90374107355651,12.649900481086334,58487.93863736303,21.98529893449944,387.8991226951346,18.918213896897
2021-06-16,Europe,Germany,1767640,1767,415685,831,52850274,52850,0.0696728644235877,62.91934525683457,5356465,78052230,43706827,64236,7032,1.5967108348225172,61.39441830760658,841036981,603.2069383410653,32.98340850751431,9.895048979548244,5.617139029051809,53242.04940253236,8.826877450466775,657.991998657049,17.64282291838393
2021-08-15,South America,Brazil,6723771,6723,326160,652,4610635,4610,0.4405217439841465,223.61014260118216,62118653,78368356,11853016,79619,4688,2.180332590986801,33.65545874692886,1126115111,450.6475871684117,43.78228053082895,7.159163525107781,6.276821424070967,12151.99603236822,15.36155432594658,207.14753814852185,14.851172386915907
2020-08-20,Europe,France,1285160,1285,46233,92,63820058,63820,0.252554547408605,284.9518483234212,97423351,54538621,30242519,48287,12854,2.3070000686054914,73.40107351391283,139912331,154.18216632170186,47.67669171381706,23.590945686496624,5.139552628554698,45753.185503373774,13.493286890998435,669.1156368438641,18.42770742201026
2020-02-21,Europe,Russia,6080526,6080,496020,992,86686025,86686,0.5,302.83761108658604,5118036,61733079,58345610,60306,4786,2.388727155937043,55.72044501863175,10806617,557.968201015378,46.73968919149634,9.260766284223054,11.747227586985328,11224.112709890946,14.154696612859604,356.1513260355253,16.5304188200298
2021-05-05,Europe,France,5173036,5173,392007,784,19881139,19881,0.5,182.7643984536396,78842639,42289693,17468514,52197,3681,2.258303986559512,55.42686268381061,159560076,977.6737479635192,34.328928562821254,19.98310707084172,16.186169199363324,60992.47241010156,48.49131556956656,207.80700631556985,10.542827869806612
2020-08-15,Europe,UK,1425472,1425,197780,395,63659241,63659,0.5,38.167821083226414,65162829,19026525,69059155,25435,19879,1.9615098081504685,68.54869885928731,761019863,789.3141357749615,35.62597391006305,9.077466184642304,15.448849145985063,5550.5361544578245,1.9223242894091552,213.49843682691576,10.543356160371628
2022-04-26,Europe,France,48984,48,451448,902,9255404,9255,0.3246789563378011,327.66303569132634,54740692,79354126,53460191,67621,8856,0.54842961106386,33.30189909535674,1255339819,750.023499905902,35.87316326456478,24.203720312447174,7.440923948877603,69106.22024333599,24.843076268670483,700.0,1.167025017786424
2021-07-21,North America,USA,6556168,6556,224522,449,28120485,28120,0.5,244.2159302266389,48442159,67093527,59692729,30837,6078,1.1299068989509262,42.92329405614754,544456578,646.8757147023332,46.06146709122454,20.822435406746187,17.476353194395834,28643.23996350209,31.46229021321641,536.2559337784271,1.574744946701634
2022-05-12,Europe,UK,1504384,1504,479653,959,40171675,40171,0.5,68.43943331862845,55074558,48141063,39010223,81719,15862,0.7578725697868609,58.28978684328819,299538527,354.4295867523721,45.198185208140025,23.374363442297177,4.796234418387028,12773.425405399055,33.03806872220025,221.98521602545685,15.1783243044315
2020-02-13,South America,Brazil,2230919,2230,106311,212,36693309,36693,0.3452744944185717,467.9379847030498,73807331,58405930,67602662,35495,12693,0.8095172026802966,42.15556205157256,279519283,177.91904253359468,29.345975856360354,24.01969640223318,4.938849491412891,65561.57387262437,37.72728440664925,287.9937766072028,11.54060910284442
2021-12-17,Asia,Japan,6940119,6940,34409,68,4449388,4449,0.3398958211618333,477.8343310917217,41503936,35770707,6505612,98680,13273,1.081814374765784,44.42574744337533,404302372,232.30608562626293,24.885490682661057,6.688487685379996,17.438172804271115,4134.393049859508,38.04827041131897,360.4558383641278,15.458204274928349
