date,continent,location,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,hosp_patients,icu_patients,reproduction_rate,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence
2020-03-08,South America,Brazil,2491582,4943,47138,9428,23266617,81673,0.215485621942985,313.128040566149,99333794,0,0,88094,19168,1.76971211986351,71.7013113771108,212716667,215.230865362055,27.49267616819,13.7694501330995,9.08938504923904,51221.8663447723,7.97672470628306,326.490691743645,3.922734076012
2020-03-08,South America,Brazil,2491582,7389,47138,0,47243867,98983,0.0829175207127945,352.843823226191,19032824,0,0,12754,15789,0.887384631864289,36.9170257563691,212716667,62.2233695965188,41.7902658454501,6.43240131320387,19.3047865653547,47851.4134244474,28.9589873690196,782.597293114684,9.61443836418935
2020-03-11,South America,Brazil,2616161,1630,49494,2356,67422363,84715,0.882549314464348,0.0877579289616514,86262299,0,0,19039,14462,1.67468750261222,29.0821729368522,212716667,378.660494537129,49.4912291125109,7.65857473299247,12.8925320263194,10415.0330256851,37.6069627085142,201.305536558657,1.78710155964099
2020-03-12,South America,Brazil,2740740,3332,51851,2357,97367928,90674,0.418664613461873,166.18946993881,15489587,0,0,26152,16841,0.519613987068328,17.3007370217361,212716667,799.627890139052,43.5522652363195,23.3834721649028,7.52508501046838,58219.5605711648,2.38895680975468,447.550271805983,8.33329563252696
2020-03-13,South America,Brazil,2865319,6468,54208,2357,97682908,52092,0.682752577339959,126.41472259777,69511475,0,0,76805,4079,1.76572777369142,95.3603531547857,212716667,61.9839649307128,25.2481473403504,13.2257185832952,5.09611236100456,19340.1308068831,42.0744769947816,318.271131215093,18.8763058408087
2020-03-19,South America,Brazil,2989898,2395,56565,2357,30683729,51312,0.67639698649374,349.30650062936,81195568,0,0,10068,10003,0.964706830174595,93.4579863881962,212716667,726.826806583725,48.9107035486735,22.2469749889831,12.1384421847475,35678.5100203705,39.5677077626256,107.812213836941,3.72904226742039
2020-03-20,South America,Brazil,3114478,5911,58922,2357,5709593,28892,0.724097242772385,206.744456698752,56441156,0,0,93148,11494,1.50815767667482,20.3672519511741,212716667,280.689410527691,35.106748216301,7.30299422331824,5.2555465992147,57644.2646541431,19.9832452877871,180.103589487902,15.4070852676505
2020-03-26,South America,Brazil,3239057,3490,61279,2357,93613588,31276,0.411160965846349,247.388421736831,44236590,0,0,87140,16989,1.41576980436422,55.1760054648486,212716667,89.4619446199951,47.6271534789493,21.4319804867376,11.4933932720862,46399.2243038171,41.9472844120494,468.996799591597,4.34841083957724
2020-04-05,South America,Brazil,3279545,7837,63636,2357,5569250,17032,0.665781803543977,90.2825083376124,73777334,0,0,69195,5049,0.544510989058698,8.07343452479313,212775000,998.762016542971,41.357913869502,13.5870857810191,11.0919212767912,64175.2948734339,33.4128356313631,105.396458161099,12.7989705254661
2020-04-08,South America,Brazil,3313804,4524,65993,2357,6439505,97445,0.315071626713232,351.474645589335,14263161,0,0,85555,19752,0.525626593212462,50.4824724930484,212775000,855.963802258999,27.130684550748,16.026643719017,10.1649649619586,4348.24087544201,22.9670555304467,464.947799738413,19.8823982136334
2020-04-08,South America,Brazil,3341834,6683,68350,2357,79563444,30276,0.523843078736845,158.873782274064,63379756,0,0,47604,5642,0.932970547171646,13.6526400411297,212775000,13.4734196247289,35.7685545036806,15.0539765601942,14.5351926199595,13457.3412435411,43.6224219221695,755.099693939297,16.360152786713
2020-04-10,South America,Brazil,3363635,2411,70707,2357,88080593,9765,0.216616035776086,272.658836474657,87467885,0,0,19684,8105,2.16949625998428,78.8437044127694,212775000,218.584433377624,43.1116247790359,17.993910351688,16.7953969371363,27996.3177324242,34.5736212478864,467.19027128389,2.2328491122415
2020-04-13,South America,Brazil,3379208,9433,73063,2356,45828857,98092,0.617934455511294,178.38552354328,12825995,0,0,56196,2461,1.15374429925258,75.781115955073,212775000,837.289478380292,47.8725446152393,20.3733211202598,6.73954098959917,34716.0257756207,22.8771274865265,537.050683633508,14.6022085271101
2020-04-13,South America,Brazil,3388551,7888,75420,2357,96760691,59332,0.0914143767696911,456.430355828975,61223781,0,0,67390,17716,1.8568772511921,97.7841886456428,212775000,494.270848509409,28.3183318240299,22.002737782468,3.31122632394244,68605.168447234,39.6748379068605,324.544609569108,9.80805033074933
2020-04-14,South America,Brazil,3391666,6899,77777,2357,27358811,14708,0.993018679212312,67.4170757261058,36069069,0,0,73927,2062,1.86546466684366,8.99313958886696,212775000,889.688244912689,22.559989468975,21.6908303095374,3.34702258482771,2894.86274784342,41.5530501497735,133.602824440384,12.1156367504632
2020-04-16,South America,Brazil,3391666,4818,80134,2357,56189889,87789,0.80376069488048,243.308546150996,94314233,0,0,97894,1238,0.753464764529799,6.4718103033766,212775000,641.674545533657,21.6521257487892,9.9293563423705,3.77347119961974,57400.883674879,19.3685431146444,315.064611572119,9.43000170325891
2020-04-18,South America,Brazil,3391666,8347,82491,2357,53292180,83201,0.0321624749770502,374.93822729898,10870322,0,0,82439,12025,1.2098042505396,75.0148035170165,212775000,921.323112482399,31.0487376547614,5.31350456951795,3.06848058493729,8130.08739902291,8.93055506858215,119.216783642952,1.13873802419696
2020-04-23,South America,Brazil,3391666,8411,84848,2357,85157322,61608,0.747461603481754,422.994438693616,95728252,0,0,48051,10258,1.65195101171602,80.745365996571,212775000,316.091565104086,24.8548581011485,22.942557142714,7.18417398820807,48943.3465480609,15.2278207923077,653.043930076694,5.97532215589494
2020-04-25,South America,Brazil,3391666,7185,87205,2357,62447058,9335,0.944936045365396,408.540193720847,16100612,0,0,70554,18082,1.14515629779854,99.3110531822783,212775000,765.375913295971,23.1497395656185,11.0823341455176,12.05299807871,9539.23834521363,31.0751839803623,664.941501472427,15.5195089678278
2020-05-02,South America,Brazil,3391666,3420,89562,2357,74336324,49966,0.205339879339057,355.343939779399,23487580,0,0,85587,3374,2.00393245137296,31.7195956235685,212833333,392.491966440956,41.6811413782087,15.2248863393489,3.9279582636214,38954.0927434789,25.1745787854674,346.366890521547,5.39449115884659
2020-05-02,South America,Brazil,3391666,1894,91919,2357,92990306,33236,0.17958122850913,284.791478891546,46114080,0,0,73211,6440,2.30109772914646,29.5944324913908,212833333,746.998724615373,22.9950667888047,23.2897787402786,9.1342329956557,54465.8578685806,4.75190500999809,258.651186401243,16.5723416624203
2020-05-15,South America,Brazil,3391666,2765,94276,2357,59438423,36660,0.270095752283646,24.9519604554491,17665796,0,0,52484,8708,1.69158827994588,72.5098124683304,212833333,436.763443304944,20.7831237970138,19.6381722202369,9.80176858780785,21693.5287839505,0.973296320368561,653.204208857246,19.4908138508447
2020-05-15,South America,Brazil,3391666,5808,96632,2356,10449244,74237,0.844940042018775,21.0182010952104,65501051,0,0,44431,10768,1.58941140573546,56.2580091900993,212833333,803.381895781793,39.2286794912298,19.5461308502549,19.592402899376,34866.4102782734,31.5438797499707,131.365300330576,19.4576578213722
2020-05-20,South America,Brazil,3391666,7106,98989,2357,18624468,55598,0.417702176678606,197.170396547162,54520716,0,0,91601,993,1.82434703922127,9.85080962218938,212833333,186.67568695505,45.8066709517692,10.8586095111444,14.2828487935336,13960.1429608536,3.62254147615218,348.784549056735,14.7665187389795
2020-05-31,South America,Brazil,5356902,5409,101346,2357,88437118,1128,0.671112498374436,84.5187581812755,94122434,0,0,50450,12431,1.08349069651116,4.98128380759664,212833333,291.280594647229,38.6471151761366,10.3194813211273,4.64683911424174,25257.1519944248,5.7519127140883,242.962053864161,14.058451826713
2020-05-31,South America,Brazil,5481481,5184,103703,2357,46211871,5639,0.718272832161827,59.8637569999469,11663415,0,0,31632,14702,0.524860624594493,59.1200760642035,212833333,809.62916383311,20.0672141922109,15.55967450557,4.7662618836725,8433.78482428257,48.0947849487709,275.144279254587,7.78622318020798
2020-06-02,South America,Brazil,5606060,6719,106060,2357,532562,20927,0.0714227710911574,78.5418238144548,75958122,0,0,53130,11427,1.46066615962029,64.298206990806,212891667,703.045019833714,27.9196406580739,22.3106328975462,13.1874367632486,59681.1811279392,8.34384617168007,532.075065572514,11.6923493118593
2020-06-03,South America,Brazil,5730639,5241,108417,2357,98983817,74796,0.893987673757247,242.555069859086,97352649,0,0,60218,374,1.16688880281456,74.9278108042219,212891667,848.643718629535,37.449282197068,5.78220366785018,19.6567496327088,11844.2429574575,5.06479569013956,671.506494058679,19.2021049066695
2020-06-04,South America,Brazil,5855218,5552,110774,2357,52319021,4288,0.814867014965446,89.4642557804179,43228291,0,0,4776,19700,2.19173887463944,38.1611874218135,212891667,479.599620358088,23.9998225803994,10.6160577709516,18.7294869687084,47916.4929680328,29.1399142325502,345.833044933699,9.54281209652955
2020-06-05,South America,Brazil,5979797,1907,113131,2357,83053276,78883,0.382501730685734,152.584751022665,47252393,0,0,53103,9238,1.57840497547919,11.1064938815691,212891667,34.3296449514335,41.1082348421026,11.3171765874391,8.50787484552716,63760.7293052129,6.70196777031548,610.179635557612,19.8232109761922
2020-06-08,South America,Brazil,6104377,5325,115488,2357,49038195,50859,0.127251479783956,406.805757673059,81942522,0,0,83339,10427,1.31938581194723,34.3460376918796,212891667,475.967830899747,48.399375443472,11.9844110954529,6.49565775662323,26855.6770183758,23.4227139941517,640.654782223661,4.1071807545162
2020-06-12,South America,Brazil,6228956,4025,117845,2357,12810213,54862,0.374750916176094,158.464501641118,85240055,0,0,67557,15515,2.14472423816543,69.5427982617669,212891667,981.647490364325,32.1149320781738,19.1792207259567,8.13221538135868,5995.00191791187,15.1674617990487,288.686931899392,17.5952353222459
2020-06-12,South America,Brazil,6353535,1424,120202,2357,63791892,37830,0.777333445030616,238.473883094767,6211095,0,0,88853,16186,2.05687384166975,10.5535045155723,212891667,546.762962517365,25.5824999492282,7.89955890853514,3.77432728905479,65325.7121593876,46.7444476693456,296.53425671933,1.66169288900998
2020-06-12,South America,Brazil,6478114,9897,122558,2356,57241646,33012,0.615904733666576,480.016268790998,71791292,0,0,33975,2052,2.41597100188374,19.8264883659479,212891667,864.406128311809,39.4926111529024,20.7303556776682,13.8849965881685,38967.5221360143,20.1209187738256,122.926523572651,10.2433884885679
2020-06-15,South America,Brazil,6602693,1499,124915,2357,69438345,97507,0.449237130775916,320.521159133947,23136368,0,0,95339,3018,1.5898526416108,22.3113214761109,212891667,268.459062136367,30.8470146185341,22.8155090156619,12.4699469025034,17385.4879018688,17.9696707963197,415.532961165894,1.75684402636809
2020-06-17,South America,Brazil,6727272,4988,127272,2357,74361068,95638,0.974671895516256,217.768121709583,78240355,0,0,24644,12722,1.11249803275452,70.1066754624879,212891667,448.573232497356,21.7488672516673,17.1120544960143,11.5501924861407,34748.5194737628,36.6516237631228,107.995946311088,7.09965437879312
2020-06-26,South America,Brazil,6851851,4713,129629,2357,30393785,8698,0.979613889098941,12.3571896942417,58166605,0,0,4412,7768,1.9216595597988,14.7134180144593,212891667,386.509979331174,36.0497920186051,22.4686534617375,8.39015085441403,17915.3911753265,25.7699983774623,510.555595098982,17.5982309893633
2020-07-07,South America,Brazil,6976430,9164,131986,2357,50060594,93899,0.401715919685388,270.498260707365,76846828,0,0,27473,14335,1.4727561333361,83.3717600065997,212950000,587.47889392731,44.929294575974,8.14977277071101,7.75870039557785,5946.51936855851,18.8660210514637,520.435815915052,7.42231971768449
2020-07-10,South America,Brazil,7101010,3806,134343,2357,43138537,50021,0.619131550870083,1.27679413403187,27367238,0,0,13025,18044,1.26315156874318,32.2475503042562,212950000,247.79951059541,27.7733931743563,14.8776978852665,15.9486521140303,21496.6694563571,30.9242667216377,694.175832840075,2.05094667583946
2020-07-11,South America,Brazil,7225589,9824,136700,2357,68837237,43491,0.92185367378591,232.287283520127,58234509,0,0,89330,722,0.653337689178908,51.0965218897978,212950000,586.558786606037,26.6204656449179,20.430916832546,16.042837277405,9552.71051182836,26.0924799943934,521.51167753318,11.9532181848651
2020-07-15,South America,Brazil,7350168,4967,139057,2357,79774767,41751,0.0915351174828057,461.224846591818,20309315,0,0,84195,10666,2.38441975224412,88.9569851145667,212950000,446.519184636352,42.8268131633289,19.8094701039487,15.5862622525486,7574.49336832787,13.7809780854046,253.374248984165,17.9700996811452
2020-07-17,South America,Brazil,7474747,3882,141414,2357,9969904,93321,0.660353328542685,150.079938222989,49906058,0,0,34278,15973,1.97981338004349,24.0503864981317,212950000,325.487400453285,46.4945716033864,23.7212615200485,15.9881256656073,60145.3258278724,0.228458480964217,656.77077689486,17.5461206533068
2020-07-18,South America,Brazil,7599326,6911,143771,2357,36723156,17716,0.0995886483283389,430.703590777091,37672313,0,0,18103,2427,1.62356710932336,92.9990024297982,212950000,83.6909694703248,46.0735396689023,15.3141987705426,17.6139725411596,48863.9871989223,12.7253545704053,738.361399639847,11.9106292115806
2020-07-25,South America,Brazil,7723905,1230,146127,2356,96177536,79587,0.260393013611022,384.732997223858,52375865,0,0,51419,6900,1.72743772488729,3.98571286900867,212950000,956.140961590424,46.963371657507,15.005460616699,5.40138520446731,21560.3307135232,27.2695958104031,415.95798762154,18.9223356941094
2020-08-01,South America,Brazil,7848484,4180,148484,2357,24300863,31668,0.95097843464376,124.30705951087,91760076,0,0,25688,2747,1.52374106054922,35.2395340512961,213008333,154.603473786197,42.2468761672554,24.4160597683708,19.0195522183104,12182.4153223888,48.9003794358157,504.524987148217,4.88098186139393
2020-08-02,South America,Brazil,7973063,1141,150841,2357,66311151,76293,0.713942079826754,73.4099928206729,10556032,0,0,94739,12775,1.21109978560807,99.6790765273963,213008333,619.403988838476,28.330753089488,14.40736265752,15.1934416616898,69120.0044112557,25.7509937220858,261.491143143239,3.01847396843451
2020-08-09,South America,Brazil,8097643,8683,153198,2357,39908488,10306,0.225336911454328,83.6168916830377,59044160,0,0,12891,13606,0.678233856897034,27.7174127014825,213008333,347.426281191351,37.3701873785744,23.4945899780701,3.09122185069444,51971.5339411899,4.27149343820738,309.239728757718,17.2822809897237
2020-08-12,South America,Brazil,8222222,7265,155555,2357,30781850,69211,0.723141430587417,286.388258298497,45055041,0,0,69309,17679,2.4605295002051,47.6543543777294,213008333,158.991641659334,23.8844253393456,13.4564592165238,10.2572582057827,32698.7167981672,31.4614394494775,711.174065330919,19.4418296684068
2020-08-19,South America,Brazil,8346801,60,157912,2357,55101262,36784,0.9742875560126,293.00297651731,55030914,0,0,63246,8801,0.614929756012167,67.9250364473512,213008333,39.0506995685517,24.3444943967282,5.39937737206338,9.82597646397332,53464.094545148,13.0275561768519,442.949159940552,5.21228079936856
2020-08-25,South America,Brazil,8471380,3074,160269,2357,37234452,76465,0.275508019931995,435.179415644512,12134801,0,0,56964,17946,1.0709276057866,69.8640038143039,213008333,907.104337340197,35.1072429031286,9.41940484433821,16.5338367155932,47069.9612223902,7.17771380755238,535.571789921351,6.97732483622651
2020-09-05,South America,Brazil,8595959,9146,162626,2357,19767009,75396,0.867963769936152,395.858940781764,98638312,0,0,82002,6442,1.31760462899176,58.8692464436109,213066667,317.893451439097,24.5865598959294,21.4592904058605,13.2870590137059,7107.86946603409,39.8899938297384,565.423251419133,17.1572998881233
2020-09-09,South America,Brazil,8720538,3398,164983,2357,80320043,91426,0.0443442125623392,278.655985992012,54491992,0,0,42344,982,1.53863871112184,59.1373273110164,213066667,972.814191890212,32.6518660183708,14.8430393824745,9.00994062264545,22576.3173333233,28.2427228020409,555.110423610408,9.88377394956213
2020-09-10,South America,Brazil,8845117,3567,167340,2357,81370152,30473,0.225288891862544,401.805971478009,1360754,0,0,67785,12765,1.39117393461304,64.2914982304013,213066667,579.22667749247,34.5086573896605,24.4795106257339,6.44039875400148,25030.483560935,27.5857639483404,595.685542878307,2.23693269336716
2020-09-16,South America,Brazil,8969696,5287,169696,2356,91316031,54499,0.161773356384703,479.844609557007,12078274,0,0,34282,17194,1.25153823790505,60.693799457053,213066667,472.497617822808,32.6129617910512,22.7593103846778,5.59233367333942,46195.3502694704,24.5934410867336,550.496820120222,2.70403786816638
2020-09-17,South America,Brazil,9094276,4056,172053,2357,50990845,94067,0.537891082985012,230.489893346679,82500166,0,0,60661,9547,1.19186254180037,5.44842005689467,213066667,482.110818806459,22.9697161006611,15.969321301804,8.98453587125631,52837.1697407457,3.67407777925103,258.985716096853,6.39018490437815
2020-09-22,South America,Brazil,9218855,7905,174410,2357,75275435,63176,0.135947981372202,114.700313348261,49723638,0,0,54457,11070,2.34827175652872,17.7254677377294,213066667,49.2939487763121,29.1421926864355,14.6221534487863,6.74553270834343,63876.2652692163,10.8952539444662,157.874500773851,13.5493869240671
2020-10-02,South America,Brazil,9343434,8277,176767,2357,35583274,46326,0.849477949713236,236.776916773619,86939649,0,0,32146,13465,1.80370793635362,69.0397623207595,213125000,75.3656682442532,38.9239195959858,7.47409288421786,4.70137521335899,58724.3038315146,24.5080331257376,599.79249300005,8.27306047071448
2020-10-06,South America,Brazil,9468013,6324,179124,2357,75867393,58360,0.414369607906558,316.663566182542,50389591,0,0,83516,12855,0.78683821536223,57.7290223636645,213125000,398.988880706216,43.8517622038612,22.9787599176564,17.5335410618931,12356.3368969189,31.3554247954789,559.773753170228,2.38776578407736
2020-10-12,South America,Brazil,9592592,4507,181481,2357,15644927,38862,0.531268004960836,22.1548411043152,75961038,0,0,98434,5631,1.70475101365619,78.6056365935225,213125000,85.1190115891489,21.6356446685445,9.83853911971425,12.6736394742514,22051.5040194181,19.7558008613031,556.064686658162,9.42191753298126
2020-10-13,South America,Brazil,9717171,7470,183838,2357,44434999,27219,0.375588874009924,271.398689728226,16470506,0,0,28031,18870,2.21981981685038,87.4790255380029,213125000,100.388689540665,31.1918512603108,8.89834455488505,6.62409271921715,42071.2547408496,2.99905084597977,411.78260083716,6.7953319535468
2020-10-14,South America,Brazil,9841750,8560,186195,2357,32969430,2291,0.78509220392499,369.632575362924,69655152,0,0,20495,7046,0.537065452459422,11.1582114210072,213125000,518.723094731551,47.4815489393972,5.79522751187582,19.0525078849231,46555.7209711823,6.03602677063089,240.787006336931,13.0959017736048
2020-10-17,South America,Brazil,9966329,5041,188552,2357,29862571,55103,0.0834719445414048,474.591942236384,54648902,0,0,76977,8070,0.629117180346605,46.4753927276341,213125000,385.23769423694,29.7569506303455,16.1319042562143,7.99624025634386,67817.6479775977,4.21276356412176,657.192482088647,10.9974075218136
2020-10-20,South America,Brazil,10090909,2440,190909,2357,29862982,80781,0.901471583947655,275.854642074537,92778481,0,0,59786,11883,1.71238158275546,28.9292214630995,213125000,60.0576908649127,43.6843665887296,10.4137680123521,6.19351779860514,54267.0210846275,12.9149919440879,206.431056770266,12.4125718601331
2020-10-29,South America,Brazil,10215488,1519,193265,2356,43736877,75973,0.553645217999235,279.807471177267,56893608,0,0,95155,9944,1.94056433801281,0.524133680927064,213125000,167.513988761123,21.5303663752529,18.6748898326571,4.6765063341478,53989.5092413243,9.71587118156123,174.965544030377,10.3739947753358
2020-11-01,South America,Brazil,10340067,6837,195622,2357,9952767,49956,0.501564153320634,113.323649416535,64861999,0,0,60388,8202,1.47109373995683,80.568348065185,213183333,237.802915328367,22.3247610720467,13.710649889649,7.59742774506409,61942.5337432548,19.335025592248,739.333659724881,16.811921881276
2020-11-05,South America,Brazil,10464646,6919,197979,2357,9676864,58792,0.424561238206557,54.831914816721,23011815,0,0,72195,6826,2.35612071130113,75.4775391136719,213183333,452.062511689342,24.7038553011884,21.2417751544608,4.6376842752996,25691.921266601,14.3673805677312,693.660932183532,15.1062067875994
2020-11-05,South America,Brazil,10589225,3129,200336,2357,11702980,82579,0.447061555540824,332.832417471331,18361846,0,0,44021,11759,1.79789525023581,7.81153648249729,213183333,379.085832201829,46.4814407325976,9.38645013964085,5.65796999668911,47624.4553308665,41.4735341461883,580.335276083162,18.3262787971445
2020-11-07,South America,Brazil,10713804,3747,202693,2357,55805235,80934,0.108186194880039,226.907956862185,58270595,0,0,82169,16340,1.36318319383295,75.5740776503308,213183333,58.5944591445186,45.6957068623904,18.7798507886709,8.8900671789193,33923.6848099315,24.3349068941224,442.310708045792,7.78759719099735
2020-11-10,South America,Brazil,10838383,2783,205050,2357,99159664,61455,0.460426822366602,190.472881336904,83527422,0,0,79707,15693,0.545624583749406,50.4314817007038,213183333,478.760579963458,47.2971462172691,16.3677873397309,17.567497999345,61717.0700448071,21.8045701813363,296.632519936652,1.67283229762733
2020-11-10,South America,Brazil,10962962,1551,207407,2357,37473571,49104,0.55939524463847,442.542059686723,48250506,0,0,44852,15601,1.00734116851218,65.6132944244408,213183333,136.712005162422,48.5583348762273,9.31918819044529,18.7121670862899,55138.8070201413,16.5967839940559,464.390709370558,9.69321919123397
2020-11-11,South America,Brazil,11087542,6155,209764,2357,76892221,20471,0.571588915296719,181.329683142811,24105705,0,0,8839,7057,0.649220317559496,80.5198730907425,213183333,49.3560375017002,28.8952397087612,14.1549479704453,16.2512800246493,40102.2507381184,30.8250990999302,138.967452459552,13.9498785331187
2020-11-11,South America,Brazil,11212121,365,212121,2357,22167027,45344,0.246094136095444,493.792870769287,2792836,0,0,16548,3865,2.43119738193282,53.812001772672,213183333,324.888631866808,25.8770391411932,22.925438008265,11.0943797550367,17858.6898583919,15.3435936389411,398.601836809165,15.9383484356609
2020-11-13,South America,Brazil,11336700,3171,214478,2357,91547851,69806,0.114689317810759,469.397954876429,18016653,0,0,13740,19480,2.3674724773351,93.7223777581525,213183333,678.283734022982,39.3708823870467,14.132894759564,4.07597174172738,61621.8618570871,30.0176440528791,620.974705809052,7.49601105470719
2020-11-21,South America,Brazil,11461279,5918,216835,2357,66338457,34072,0.679507324928382,147.194942969619,97513561,0,0,50006,2474,1.00816926454581,45.0047436691462,213183333,201.07465752488,22.3986152330492,7.45783936448265,12.7943646141597,69700.7678933644,47.7896052705851,122.452426452421,16.570243756311
